#Key+A955,String,Size,Notes

ALLIANCEMAN_INVITE_CEASEFIRE,Invite to Cease Fire
ALLIANCEMAN_CANCEL_CEASEFIRE,Cancel Cease Fire
ALLIANCEMAN_LISTITLE_CEASEFIRE,Cease Fire
ALLIANCEMAN_CONFIRMCANCELQUERY_CEASEFIRE,Cancel Cease Fire\nwith %s?

COMBATSETUP_SURRENDERAUTO_LABEL,"Demand Surrender, Auto Resolve",,
COMBATSETUP_SURRENDERFIGHT_LABEL,"Demand Surrender, Fight Manually",,
COMBATSETUP_SURRENDER_LABEL,Surrender,,

EVENTSUM_SYSTEM_SURRENDERED_DEFENDER,%s Lost,,
EVENTMSG_SYSTEM_SURRENDERED_DEFENDER,You surrendered %s to %s.,,
EVENTSUM_SYSTEM_SURRENDERED_ATTACKER,%s Surrenders,,
EVENTMSG_SYSTEM_SURRENDERED_ATTACKER,%s surrendered %s to you.,,
EVENTSUM_SYSTEM_SURRENDERED_OTHER,%s Surrenders,,
EVENTMSG_SYSTEM_SURRENDERED_OTHER,%s surrendered %s to %s.,,

ALLIANCEDLG_CEASEFIRE_INVITE_ACCEPTED_TITLE,%s Accepts Invitation,255,params: player accepting
ALLIANCEDLG_CEASEFIRE_INVITE_ACCEPTED_DESC,%s accepted your invitation to form a ceasefire agreement.,255,params: player accepting
ALLIANCEDLG_CEASEFIRE_INVITE_DECLINED_TITLE,%s Declines Invitation,255,params: player declining
ALLIANCEDLG_CEASEFIRE_INVITE_DECLINED_DESC,%s declined your invitation to form a ceasefire agreement.,255,params: player declining
ALLIANCEDLG_PLAYER_LEAVES_CEASEFIRE_TITLE,%s Has Cancelled Your\n Ceasefire Agreement,255,params: player leaving
EVENTMSG_CEASEFIRE_DISSOLVED,The ceasefire pact between %s and %s has been dissolved.,255,"params: attacker, victim name"
DIPSCREEN_STATUS_CEASEFIRE,Ceasefire,,
EVENTMSG_COMBAT_PLAYER_IMPPOP,%s Imperial citizens were killed.,256,params: number
EVENTMSG_COMBAT_PLAYER_CIVPOP,%s civilians lost their lives.,256,params: number
EVENTMSG_COMBAT_ENEMY_IMPPOP,%s enemy Imperialists were killed.,256,params: number
EVENTMSG_COMBAT_ENEMY_CIVPOP,%s enemy civilians lost their lives.,256,params: number

SPY_TRADE_TOOLTIP,View Spy Report,,
SPY_TRADE_TOOLTIP_NOINFO,Deploy spies at other's colonies to generate spy reports.,,
SPY_TRADE_TITLE,Spy Report: Trade Routes,,
SPY_EVENTS_TITLE,Spy Report: Events,,
SPY_TECHTREE_TITLE,Spy Report: Research,,
SPY_DEFENCES_TITLE,Spy Report: Defenses,,

ACTIONDLG_SELTEXT_DEPLOYSPY,Select ship to deploy spy:,,
ACTIONDLG_SELTEXT_PICKUPSPY,Select ships to pickup spy:,,
ACTIONDLG_SELTEXT_BUILDSPY,Select ships for spy craft to dock with:
ACTIONDLG_QUERY_DEPLOYSPY,Deploy Spy At\n%s?
ACTIONDLG_QUERY_PICKUPSPY,Pickup Spy At\n%s?
ACTIONDLG_QUERY_BUILDSPY,Build Spy At\n%s?

ALLIANCEDLG_DESC_INVITED_CREATE_CEASEFIRE,
ALLIANCEDLG_TITLE_INVITED_CREATE_CEASEFIRE,%s suggests a ceasefire..

UICSTR_OPEN_DEFENCEMAN,Defense Manager

SECTIONNAME__Refugee_Drone,Refugee Drone
SECTIONNAME__Refugee_Trader,Refugee Trade Ship
SECTIONNAME__VNeumannSystemKiller,Berserker Planet Breaker
SECTIONNAME__VNMFrontSection,Von Neumann Component
SECTIONNAME__VNMMidSection,Von Neumann Component
SECTIONNAME__VNMRearSection,Von Neumann Component
SECTIONNAME__VNeumannNeoBerserker,Berserker
SECTIONNAME__VNMMoonbase,Von Neumann
SECTIONNAME__Spy,Spy Craft

COMBAT_IMPERIAL_DEFEATED_QUERY,This colony's imperial population has been eliminated.\n\nContinue bombardment?
COMBAT_ROUND_DRAW_CEASE_COMBAT,Round Draw.\n\nAll combatants have ceased combat.
TOOLTIP_COMBAT_ALLPOP,Population
TOOLTIP_COMBAT_CIVILIANPOP,Civilian Population
TOOLTIP_COMBAT_IMPERIALPOP,Imperial Population
TOOLTIP_COMBATBTN_BOMBARD,Toggle Bombard Colony
TOOLTIP_COMBAT_CEASE_COMBAT,Cease Combat
TOOLTIP_COMBAT_FIGHTING,Fighting

DIPSCREEN_TOOLTIP_VIEWEVENTS,View Recent Events
DIPSCREEN_TOOLTIP_VIEWTECH,View Technical Tree

EVENTSUM_1STATION_ENABLED,Station Enabled
EVENTMSG_1STATION_ENABLED,%s station at %s is now online.
EVENTSUM_NSTATION_ENABLED,Stations Enabled
EVENTMSG_NSTATION_ENABLED,%s stations at %s are now online.
EVENTSUM_1STATION_DISABLED,Station Disabled
EVENTMSG_1STATION_DISABLED,%s station at %s has been taken offline.
EVENTSUM_NSTATION_DISABLED,Station Disabled
EVENTMSG_NSTATION_DISABLED,%s stations at %s have been taken offline.

BUILDERROR_MAXSTATIONSBYIMP,%s imperials required for each station.
BUILDERROR_MAXSTATIONSBYCIV,%s civilians required for each station.

AIDIP_MORRIGI_ALLIANCE_REQUEST1,Join us in trade and peace.
AIDIP_MORRIGI_ALLIANCE_REQUEST2,Together the future is profit.
AIDIP_MORRIGI_ALLIANCE_REQUEST3,"You have become civilized, join us."
AIDIP_MORRIGI_ALLIANCE_REQUEST4,You are worthy to fly beside us.
AIDIP_MORRIGI_ALLIANCE_ACCEPT1,"Yes, we will join your flight."
AIDIP_MORRIGI_ALLIANCE_ACCEPT2,"Aye, greater numbers is a stronger flock."
AIDIP_MORRIGI_ALLIANCE_ACCEPT3,You are wise as well as strong! We accept.
AIDIP_MORRIGI_ALLIANCE_ACCEPT4,"Yes, together we hunt!"
AIDIP_MORRIGI_ALLIANCE_REJECT1,"You have promise, but you are not yet ready."
AIDIP_MORRIGI_ALLIANCE_REJECT2,"No, you are not yet Dragon-kin!"
AIDIP_MORRIGI_ALLIANCE_REJECT3,"You are still savage, we reject your offer."
AIDIP_MORRIGI_ALLIANCE_REJECT4,We will not take up your cause.
AIDIP_MORRIGI_ALLIANCE_LEAVE1,This alliance is a rotted nest!
AIDIP_MORRIGI_ALLIANCE_LEAVE2,Your agenda is no longer ours.
AIDIP_MORRIGI_ALLIANCE_LEAVE3,This flock is corrupt.
AIDIP_MORRIGI_ALLIANCE_LEAVE4,You have become too barbaric for us.
AIDIP_MORRIGI_ALLIANCE_OTHER_LEAVE1,"Predictable, child of dust."
AIDIP_MORRIGI_ALLIANCE_OTHER_LEAVE2,Our xenoculturist warned us.
AIDIP_MORRIGI_ALLIANCE_OTHER_LEAVE3,"We leave in peace, do not make us return in war."
AIDIP_MORRIGI_ALLIANCE_OTHER_LEAVE4,The future is not set.
AIDIP_MORRIGI_NONAGGRO_REQUEST1,Let us embrace trade.
AIDIP_MORRIGI_NONAGGRO_REQUEST2,Our Zo'khan insists you be given a chance.
AIDIP_MORRIGI_NONAGGRO_REQUEST3,A war would be wasteful right now.
AIDIP_MORRIGI_NONAGGRO_REQUEST4,Join us in profit.
AIDIP_MORRIGI_NONAGGRO_REJECT1,You are a danger.
AIDIP_MORRIGI_NONAGGRO_REJECT2,You cannot be trusted.
AIDIP_MORRIGI_NONAGGRO_REJECT3,The Morru Khan sees too much chaos in you.
AIDIP_MORRIGI_NONAGGRO_REJECT4,"You must learn more, before you ask for trust."
AIDIP_MORRIGI_NONAGGRO_BREAK1,You are too unstable to survive.
AIDIP_MORRIGI_NONAGGRO_BREAK2,Your threat to our daughters is too great.
AIDIP_MORRIGI_NONAGGRO_BREAK3,You degenerate into a danger.
AIDIP_MORRIGI_NONAGGRO_BREAK4,Your worth is less than your potential for harm.
AIDIP_MORRIGI_NONAGGRO_OTHER_BREAK1,This is not unexpected.
AIDIP_MORRIGI_NONAGGRO_OTHER_BREAK2,"Very well, we shall end this."
AIDIP_MORRIGI_NONAGGRO_OTHER_BREAK3,Baiting the Dragon may prove fatal.
AIDIP_MORRIGI_NONAGGRO_OTHER_BREAK4,"Regretful, but we cannot force wisdom."
AIDIP_MORRIGI_SURRENDER1,The Dragon sleeps forever.
AIDIP_MORRIGI_SURRENDER2,The Flock disperses.
AIDIP_MORRIGI_SURRENDER_TO1,Spare our daughters please!
AIDIP_MORRIGI_AID_ACKNOWLEDGE1,Your gift will be remembered.
AIDIP_MORRIGI_AID_ACKNOWLEDGE2,Your aid shall not be forgotten.
AIDIP_MORRIGI_YOU_CAN_HAVE_SYSTEM1,%s does not interest us.
AIDIP_MORRIGI_YOU_CAN_HAVE_SYSTEM2,%s system is your dung heap.
AIDIP_MORRIGI_YOU_CANT_HAVE_SYSTEM1,We claim %s.
AIDIP_MORRIGI_YOU_CANT_HAVE_SYSTEM2,%s is an ancient home of our fathers.
AIDIP_MORRIGI_YOU_CANT_HAVE_SYSTEM_STATS1,You do not need that knowledge.
AIDIP_MORRIGI_YOU_CANT_HAVE_SYSTEM_STATS2,This world's secrets are for the Morrigi alone!
AIDIP_MORRIGI_CONFIRM_RALLY_AT1,We accept your aerie point.
AIDIP_MORRIGI_CONFIRM_RALLY_AT2,"And from there, we fly together."
AIDIP_MORRIGI_REJECT_RALLY_AT_DONT_LIKE_YOU1,Why would we nest with vermin?
AIDIP_MORRIGI_REJECT_RALLY_AT_DONT_LIKE_YOU2,We do not obey savages.
AIDIP_MORRIGI_REJECT_RALLY_AT_CANT_MAKE_IT1,Even we cannot fly that fast.
AIDIP_MORRIGI_REJECT_RALLY_AT_CANT_MAKE_IT2,That is beyond us.
AIDIP_MORRIGI_CONFIRM_ATTACK_AT1,We come to your aid.
AIDIP_MORRIGI_CONFIRM_ATTACK_AT2,We rise to join your flight!
AIDIP_MORRIGI_REJECT_ATTACK_AT_DONT_LIKE_YOU1,Why would we aid your madness?
AIDIP_MORRIGI_REJECT_ATTACK_AT_DONT_LIKE_YOU2,We will not aid in the ravaging of %s.
AIDIP_MORRIGI_REJECT_ATTACK_AT_CANT_MAKE_IT1,"We cannot fly that fast, Worldbound."
AIDIP_MORRIGI_REJECT_ATTACK_AT_CANT_MAKE_IT2,%s system is farther than our wings reach.
AIDIP_MORRIGI_CONFIRM_DEFEND_AT1,We will fly to protect %s.
AIDIP_MORRIGI_CONFIRM_DEFEND_AT2,%s will be under our wing.
AIDIP_MORRIGI_REJECT_DEFEND_AT_DONT_LIKE_YOU1,Why would we protect your ill-gotten gains?
AIDIP_MORRIGI_REJECT_DEFEND_AT_DONT_LIKE_YOU2,We are not your falcons.
AIDIP_MORRIGI_REJECT_DEFEND_AT_CANT_MAKE_IT1,We would arrive too late.
AIDIP_MORRIGI_REJECT_DEFEND_AT_CANT_MAKE_IT2,We cannot fly at that speed.
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_ME1,"Very well, we take mercy."
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_ME2,You may live for now.
AIDIP_MORRIGI_REJECT_STOP_HARASSING_ME1,"You do not order the Zho Khan, worm."
AIDIP_MORRIGI_REJECT_STOP_HARASSING_ME2,You are the field mouse.
AIDIP_MORRIGI_CONFIRM_STOP_COLONIZING_AT1,We will agree to leave %s fallow.
AIDIP_MORRIGI_CONFIRM_STOP_COLONIZING_AT2,We will not nest on %s.
AIDIP_MORRIGI_REJECT_STOP_COLONIZING_AT1,"We nest where we please, worm."
AIDIP_MORRIGI_REJECT_STOP_COLONIZING_AT2,We nest where we please.
AIDIP_MORRIGI_CONFIRM_STOP_MINING_AT1,"Very well, we will not exploit %s."
AIDIP_MORRIGI_CONFIRM_STOP_MINING_AT2,"Aye, our women will stop harvesting."
AIDIP_MORRIGI_REJECT_STOP_MINING_AT1,Be gone! We mine where we please.
AIDIP_MORRIGI_REJECT_STOP_MINING_AT2,We exploit whatever ball of dust we choose.
AIDIP_MORRIGI_DO_NOT_UNDERSTAND,Your squawking is unintelligible.
AIDIP_MORRIGI_CONFIRM_MONEY_REQUEST1,We respond to your need.
AIDIP_MORRIGI_CONFIRM_MONEY_REQUEST2,Your nobility demands we help.
AIDIP_MORRIGI_REJECT_MONEY_REQUEST1,We are not you stopgap.
AIDIP_MORRIGI_REJECT_MONEY_REQUEST2,Feather your own nest.
AIDIP_MORRIGI_REJECT_MONEY_REQUEST_DONT_LIKE_YOU1,Why would we fund a barbarian?
AIDIP_MORRIGI_REJECT_MONEY_REQUEST_DONT_LIKE_YOU2,You would only put it to evil use.
AIDIP_MORRIGI_CONFIRM_RESEARCH_REQUEST1,"Yes, you could use our wisdom."
AIDIP_MORRIGI_CONFIRM_RESEARCH_REQUEST2,We grant you access to our vast libraries.
AIDIP_MORRIGI_REJECT_RESEARCH_REQUEST1,You would not understand our teachings.
AIDIP_MORRIGI_REJECT_RESEARCH_REQUEST2,Our technology is beyond you.
AIDIP_MORRIGI_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU1,"You are animals, what could you understand?"
AIDIP_MORRIGI_REJECT_RESEARCH_REQUEST_DONT_LIKE_YOU2,You are unworthy of our knowledge.
AIDIP_MORRIGI_CONFIRM_SEVER_ALLIANCE_WITH1,"Yes, we agree to sever that bond."
AIDIP_MORRIGI_CONFIRM_SEVER_ALLIANCE_WITH2,"You a right, they will bring only sorrow."
AIDIP_MORRIGI_REJECT_SEVER_ALLIANCE_WITH1,You cannot tell us who is fried and who is foe.
AIDIP_MORRIGI_REJECT_SEVER_ALLIANCE_WITH2,Be gone and take your lies with you.
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_PLAYER1,We will torment the weakling no longer.
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_PLAYER2,"Aye, %s will be left to heal."
AIDIP_MORRIGI_REJECT_STOP_HARASSING_PLAYER1,We prey on whom we choose... BEGONE!
AIDIP_MORRIGI_REJECT_STOP_HARASSING_PLAYER2,Your words will not slow our attacks on %s.
AIDIP_MORRIGI_NOT_HARASSING_PLAYER1,We do not prey on %s.
AIDIP_MORRIGI_NOT_HARASSING_PLAYER2,Your information is mistaken.
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_SYSTEM1,"Very well, we will take %s off the prey list."
AIDIP_MORRIGI_CONFIRM_STOP_HARASSING_SYSTEM2,We will discontinue our attacks on %s.
AIDIP_MORRIGI_REJECT_STOP_HARASSING_SYSTEM1,You do not command the Morru Khan.
AIDIP_MORRIGI_REJECT_STOP_HARASSING_SYSTEM2,Our targets are our concern only.
AIDIP_MORRIGI_NOT_HARASSING_SYSTEM1,We harm %s not.
AIDIP_MORRIGI_NOT_HARASSING_SYSTEM2,That system is not one of our targets.

AIDIP_HUMAN_NONAGGRO_ACCEPT1,We accept your treaty proposal.
AIDIP_HUMAN_NONAGGRO_ACCEPT2,Agreed... might as well reduce tensions.
AIDIP_HUMAN_CEASEFIRE_REQUEST1,Let's at least agree to neutral territory.
AIDIP_HUMAN_CEASEFIRE_REQUEST2,We need time to resolve this diplomatically.
AIDIP_HUMAN_CEASEFIRE_ACCEPT1,"OK, Let's keep the peace in deep space."
AIDIP_HUMAN_CEASEFIRE_ACCEPT2,"Very well, lowering DefCon."
AIDIP_HUMAN_CEASEFIRE_REJECT1,"War today, war tomorrow, no reason to change."
AIDIP_HUMAN_CEASEFIRE_REJECT2,We won't stop till you give us better reason too.
AIDIP_HUMAN_CEASEFIRE_BREAK1,That's it! Enough talk!
AIDIP_HUMAN_CEASEFIRE_BREAK2,We see what you're up to! This ceasefire is over!
AIDIP_HUMAN_CEASEFIRE_OTHER_BREAK1,Fine! Let's get ready to rumble!
AIDIP_HUMAN_CEASEFIRE_OTHER_BREAK2,It's your funeral!
AIDIP_HUMAN_DISPOSITION_WAR1,“Loathing” does not quite cover how we feel about you.
AIDIP_HUMAN_DISPOSITION_WAR2,Elimination or assimilation... it's your choice.
AIDIP_HUMAN_DISPOSITION_CEASEFIRE1,"You are great to talk to, but not much else at this point."
AIDIP_HUMAN_DISPOSITION_CEASEFIRE2,We are definitely tired of shooting at you.
AIDIP_HUMAN_DISPOSITION_NONAGGRO1,There are a few things we have in common.
AIDIP_HUMAN_DISPOSITION_NONAGGRO2,There is potential in closer ties.
AIDIP_HUMAN_DISPOSITION_ALLIANCE1,We see eye to eye.
AIDIP_HUMAN_DISPOSITION_ALLIANCE2,"Between us, we could carve up this galaxy!"

AIDIP_HIVER_NONAGGRO_ACCEPT1,"Yes, peace between our hives."
AIDIP_HIVER_NONAGGRO_ACCEPT2,Agreed... you tend to your hive and we will attend to ours.
AIDIP_HIVER_CEASEFIRE_REQUEST1,"You do not shoot, we do not shoot, and we can talk, yes?"
AIDIP_HIVER_CEASEFIRE_REQUEST2,Wasting brothers is pointless – perhaps we can talk to an agreement?
AIDIP_HIVER_CEASEFIRE_ACCEPT1,Agreed... we will not fire. You do not fire.
AIDIP_HIVER_CEASEFIRE_ACCEPT2,"Our brothers will stand down, but remain alert."
AIDIP_HIVER_CEASEFIRE_REJECT1,"No, there is no exit from this path."
AIDIP_HIVER_CEASEFIRE_REJECT2,This does not end until you convince our Queen it is worth doing.
AIDIP_HIVER_CEASEFIRE_BREAK1,Our Queen has spoken! The brothers have been alerted for attack!
AIDIP_HIVER_CEASEFIRE_BREAK2,We have been watching you and with good reason! Hostilities begin again!
AIDIP_HIVER_CEASEFIRE_OTHER_BREAK1,Very well. You have brought this on yourself!
AIDIP_HIVER_CEASEFIRE_OTHER_BREAK2,We were prepared to fight before. We are prepared to fight now. Goodbye.
AIDIP_HIVER_DISPOSITION_WAR1,The Queen requires your death.
AIDIP_HIVER_DISPOSITION_WAR2,You bring the scent of war.
AIDIP_HIVER_DISPOSITION_CEASEFIRE1,You may be of use to the Hive.
AIDIP_HIVER_DISPOSITION_CEASEFIRE2,"A break in hostilities is convenient, is it not?"
AIDIP_HIVER_DISPOSITION_NONAGGRO1,"Our two hives are not unalike, are we not?"
AIDIP_HIVER_DISPOSITION_NONAGGRO2,Our Queen would like to forge new ties between us.
AIDIP_HIVER_DISPOSITION_ALLIANCE1,"Our Queen has asked her Princes, and she asks you... what can we accomplish together that we cannot accomplish apart?"
AIDIP_HIVER_DISPOSITION_ALLIANCE2,"The galaxy is vast and the needs of our people are simple. Let us work to share the galaxy together, yes?"

AIDIP_TARKAS_NONAGGRO_ACCEPT1,"Agreed, let the women speak."
AIDIP_TARKAS_NONAGGRO_ACCEPT2,Now is the time for diplomacy.
AIDIP_TARKAS_CEASEFIRE_REQUEST1,Our Var Kona wishes to talk.
AIDIP_TARKAS_CEASEFIRE_REQUEST2,A war right now benefits neither of our races.
AIDIP_TARKAS_CEASEFIRE_ACCEPT1,"Aye, let us be neutral in the dark."
AIDIP_TARKAS_CEASEFIRE_ACCEPT2,We agree to the diplomat's bargain.
AIDIP_TARKAS_CEASEFIRE_REJECT1,"No, war still suits us."
AIDIP_TARKAS_CEASEFIRE_REJECT2,"It is battle we seek with you, not words."
AIDIP_TARKAS_CEASEFIRE_BREAK1,Var Kona says... war!
AIDIP_TARKAS_CEASEFIRE_BREAK2,It is your lives at risk now.
AIDIP_TARKAS_CEASEFIRE_OTHER_BREAK1,"If you wish full hostilities, we are ready."
AIDIP_TARKAS_CEASEFIRE_OTHER_BREAK2,Our Var Kona wishes you to know you will regret this.
AIDIP_TARKAS_DISPOSITION_WAR1,Your only value is as the spoils of war.
AIDIP_TARKAS_DISPOSITION_WAR2,You are a stone in our path of glory.
AIDIP_TARKAS_DISPOSITION_CEASEFIRE1,We would possibly enjoy NOT killing you.
AIDIP_TARKAS_DISPOSITION_CEASEFIRE2,Some of the shooting should cease.
AIDIP_TARKAS_DISPOSITION_NONAGGRO1,We have no feelings towards you either way.
AIDIP_TARKAS_DISPOSITION_NONAGGRO2,"We will listen, if you talk."
AIDIP_TARKAS_DISPOSITION_ALLIANCE1,We would fight beside you.
AIDIP_TARKAS_DISPOSITION_ALLIANCE2,You possess honor and courage.

AIDIP_LIIR_NONAGGRO_ACCEPT1,Agreed
AIDIP_LIIR_NONAGGRO_ACCEPT2,"Yes, we will agree to diplomacy."
AIDIP_LIIR_CEASEFIRE_REQUEST1,We think cooler thoughts need time.
AIDIP_LIIR_CEASEFIRE_REQUEST2,Please let us step back to consider.
AIDIP_LIIR_CEASEFIRE_ACCEPT1,"You are wise, restraining the black swimmers now."
AIDIP_LIIR_CEASEFIRE_ACCEPT2,We will give you time to prove you are not Suul'ka.
AIDIP_LIIR_CEASEFIRE_REJECT1,No. You only bide time for evil.
AIDIP_LIIR_CEASEFIRE_REJECT2,Our trust would be misplaced with you.
AIDIP_LIIR_CEASEFIRE_BREAK1,We knew you were Suul'ka.
AIDIP_LIIR_CEASEFIRE_BREAK2,You will not suffer.
AIDIP_LIIR_CEASEFIRE_OTHER_BREAK1,Peace is beyond you.
AIDIP_LIIR_CEASEFIRE_OTHER_BREAK2,You bring pain to yourself.
AIDIP_LIIR_DISPOSITION_WAR1,You cannot be allowed to sing blackness.
AIDIP_LIIR_DISPOSITION_WAR2,Why are you so broken?
AIDIP_LIIR_DISPOSITION_CEASEFIRE1,We think you need time to grow.
AIDIP_LIIR_DISPOSITION_CEASEFIRE2,We would like to know you in peace.
AIDIP_LIIR_DISPOSITION_NONAGGRO1,You have potential.
AIDIP_LIIR_DISPOSITION_NONAGGRO2,We are interested in your thoughts.
AIDIP_LIIR_DISPOSITION_ALLIANCE1,You are worthy of thought.
AIDIP_LIIR_DISPOSITION_ALLIANCE2,We would reclaim you from the black.

AIDIP_ZUUL_NONAGGRO_ACCEPT1,We will restrain our women... for now.
AIDIP_ZUUL_NONAGGRO_ACCEPT2,Claws withdrawn but stay away from our worlds!
AIDIP_ZUUL_CEASEFIRE_REQUEST1,"We have tasted your flesh, now we would like to ponder."
AIDIP_ZUUL_CEASEFIRE_REQUEST2,You may not be prey. We need time to consider this.
AIDIP_ZUUL_CEASEFIRE_ACCEPT1,"We agree, but stay away!"
AIDIP_ZUUL_CEASEFIRE_ACCEPT2,Your taste will improve with time... we will withdraw.
AIDIP_ZUUL_CEASEFIRE_REJECT1,We will not stop gnawing at you.
AIDIP_ZUUL_CEASEFIRE_REJECT2,You will remain prey.
AIDIP_ZUUL_CEASEFIRE_BREAK1,We hunger... RUN!
AIDIP_ZUUL_CEASEFIRE_BREAK2,We have gotten what we need... now we come for you again.
AIDIP_ZUUL_CEASEFIRE_OTHER_BREAK1,You are quite mad.
AIDIP_ZUUL_CEASEFIRE_OTHER_BREAK2,Will you live long enough to regret this?
AIDIP_ZUUL_DISPOSITION_WAR1,You are barely worth devouring.
AIDIP_ZUUL_DISPOSITION_WAR2,"Fear not, your minds will live on inside us long after your bodies break."
AIDIP_ZUUL_DISPOSITION_CEASEFIRE1,We cannot decide your fate.
AIDIP_ZUUL_DISPOSITION_CEASEFIRE2,You give us pause.
AIDIP_ZUUL_DISPOSITION_NONAGGRO1,You may become relevant someday.
AIDIP_ZUUL_DISPOSITION_NONAGGRO2,We find ourselves confused as to your fate.
AIDIP_ZUUL_DISPOSITION_ALLIANCE1,You no longer smell of meat.
AIDIP_ZUUL_DISPOSITION_ALLIANCE2,You remind us of father.

AIDIP_MORRIGI_NONAGGRO_ACCEPT1,"Yes, peace is profit."
AIDIP_MORRIGI_NONAGGRO_ACCEPT2,"You show wisdom, so we accept."
AIDIP_MORRIGI_CEASEFIRE_REQUEST1,Let us stop killing each other's explorers.
AIDIP_MORRIGI_CEASEFIRE_REQUEST2,These petty deaths must end.
AIDIP_MORRIGI_CEASEFIRE_ACCEPT1,"Very well, we will stay away from each other's nests."
AIDIP_MORRIGI_CEASEFIRE_ACCEPT2,This is wise. Deep space belongs to both of our peoples.
AIDIP_MORRIGI_CEASEFIRE_REJECT1,No! You must be eliminated as a threat.
AIDIP_MORRIGI_CEASEFIRE_REJECT2,"No, you have more painful lessons to learn."
AIDIP_MORRIGI_CEASEFIRE_BREAK1,We return war to you!
AIDIP_MORRIGI_CEASEFIRE_BREAK2,Peace of any kind is non-viable with you.
AIDIP_MORRIGI_CEASEFIRE_OTHER_BREAK1,Do you realize how this will end?
AIDIP_MORRIGI_CEASEFIRE_OTHER_BREAK2,So you have chosen the monsters path.
AIDIP_MORRIGI_DISPOSITION_WAR1,You are Zuligi!
AIDIP_MORRIGI_DISPOSITION_WAR2,While you exist there is danger.
AIDIP_MORRIGI_DISPOSITION_CEASEFIRE1,The clans cannot decide about you.
AIDIP_MORRIGI_DISPOSITION_CEASEFIRE2,We are interested in improving relations.
AIDIP_MORRIGI_DISPOSITION_NONAGGRO1,You are worthy to share profits with.
AIDIP_MORRIGI_DISPOSITION_NONAGGRO2,We would seek more opportunities with you.
AIDIP_MORRIGI_DISPOSITION_ALLIANCE1,You are civilized finally.
AIDIP_MORRIGI_DISPOSITION_ALLIANCE2,You belong beside us.

ENCOUNTERNAME_VNHOME,VN Homeworld
ENCOUNTERNAME_VNFINSOL,VN Construct
ENCOUNTERNAME_REFUGEES,Refugees

ENCOUNTERNAME_ORTGAY,Peacekeeper Enforcer
EVENTSUM_ORTGAY_ARRIVES,A Peacekeeper Enforcer Arrives
EVENTMSG_ORTGAY_ARRIVES,"Hostilities have attracted the attention of a Peacekeeper Enforcer of Stellar Generation Prime. Aggressive acts, or build up to aggression, will be dealt with."
EVENTSUM_ORTGAY_FIGHT,Peacekeeper Enforcer %s
EVENTMSG_ORTGAY_UNRESOLVED,The Peacekeeper Enforcer is attempting to pacify the area.
EVENTMSG_ORTGAY_ENTITYVICTORY,The Peacekeeper Enforcer has suppressed the hostilities in the area.
EVENTMSG_ORTGAY_ENTITYDEFEAT,The Peacekeeper Enforcer has been destroyed.
EVENTSUM_ORTGAY_LEAVING,Peacekeeper Enforcer Leaving
EVENTMSG_ORTGAY_LEAVING,The Peacekeeper Enforcer is leaving the area.
MISC_ORTGAY_FLEETNAME,Peacekeeper Enforcer
MISC_ORTGAY_SHIPDESIGNNAME,Enforcer
SECTIONNAME__ORTGAY,Enforcer

MISC_REFUGEES_FLEETNAME,Refugees
MISC_REFUGEES_SHIPDESIGNNAME,Refugee Trade Ship
MESTR_REFUGEES_REVOLT,Refugees protest.
EVENTSUM_REFUGEES_ACCEPTED,Refugees at %s
EVENTMSG_REFUGEES_ACCEPTED,The refugees accept your hospitality.
EVENTMSG_REFUGEES_ACCEPTED_SYSINFO,They have provided current information on the following systems: %s.
EVENTMSG_REFUGEES_ACCEPTED_OUTPUT,Industrial output is reduced while the refugees are present.
EVENTSUM_REFUGEES_DEFEATED,Refugee traders at %s
EVENTMSG_REFUGEES_DEFEATED,The refugee ship at %s has been destroyed.
EVENTMSG_REFUGEES_DEFEATED_TECH,Analysis of the refugee wreckage has lead to a breakthrough in research.
EVENTSUM_REFUGEES_REVOLT,Refugees Revolt
EVENTMSG_REFUGEES_REVOLT,
EVENTMSG_REFUGEES_REVOLT_SYSTEM,Refugees protest your actions at %s.

COMMON_ATTACK,Attack
COMMON_REFUSE,Refuse
COMMON_ACCEPT,Accept

EVENTSUM_REBELLION,Rebellion at %s
EVENTMSG_REBELLION,Civilians at %s have revolted! Industrial output has ceased! All commerce has halted!
EVENTSUM_REBELLION_SUCCESSFUL,%s Declares Independence
EVENTMSG_REBELLION_SUCCESSFUL,The rebels have overthrown the Imperial government at %s.
EVENTSUM_REBELLION_SUPPRESSED,Rebels Defeated
EVENTMSG_REBELLION_SUPPRESSED,The rebellion at %s has been suppressed.
EVENTSUM_REBELLION_CONTINUES,Rebellion at %s
EVENTMSG_REBELLION_CONTINUES,The rebellion at %s continues.
EVENTMSG_REBELLION_POPDAM,%s Imperial citizens and %s civilians have lost their lives.
EVENTMSG_REBELLION_INFRADAM,Infrastructure has been reduced by %s.
EVENTSUM_REBELLION_WARNING,Low Morale at %s
EVENTMSG_REBELLION_WARNING,The civilians at %s are unhappy. There are rumors of rebellion.

